20081009 00:00,1.36801,1.378515,1.3544,1.3549
20081010 00:00,1.35483,1.36529,1.325945,1.341345
20081012 00:00,1.357485,1.362355,1.345765,1.35333
20081013 00:00,1.353265,1.36916,1.34716,1.368435
20081014 00:00,1.36847,1.376915,1.353595,1.3578
20081015 00:00,1.3578,1.36875,1.342425,1.34738
20081016 00:00,1.34735,1.35384,1.334665,1.34636
20081017 00:00,1.34638,1.35116,1.33868,1.340475
20081019 00:00,1.342645,1.34787,1.34009,1.345635
20081020 00:00,1.345675,1.353035,1.328795,1.333
20081021 00:00,1.333055,1.33371,1.29105,1.29194
20081022 00:00,1.291945,1.294375,1.27285,1.2756
20081023 00:00,1.275565,1.30062,1.273525,1.276325
20081024 00:00,1.27635,1.28275,1.24956,1.25875
20081026 00:00,1.255995,1.26861,1.253245,1.25976
20081027 00:00,1.25966,1.262845,1.233,1.2432
20081028 00:00,1.24315,1.284515,1.2409,1.271545
20081029 00:00,1.271545,1.329745,1.262655,1.32324
20081030 00:00,1.32324,1.325535,1.274615,1.28535
20081031 00:00,1.28537,1.286925,1.266675,1.27393
20081102 00:00,1.274695,1.28676,1.27398,1.28405
20081103 00:00,1.284065,1.289825,1.2527,1.258125
20081104 00:00,1.25819,1.304825,1.256965,1.285165
20081105 00:00,1.285125,1.31165,1.279355,1.28738
